Date;NK
09/05/2004;1035
09/05/2004;1086
09/05/2004;967
09/05/2004;968
09/05/2004;1004
09/05/2004;1132
09/05/2004;1121
09/05/2004;1068
09/05/2004;1123
09/05/2004;1101
10/05/2004;997
10/05/2004;875
10/05/2004;815
10/05/2004;803
10/05/2004;829
10/05/2004;867
10/05/2004;1118
10/05/2004;1632
10/05/2004;1598
10/05/2004;1378
10/05/2004;1132
10/05/2004;1108
10/05/2004;1131
10/05/2004;1105
10/05/2004;1120
10/05/2004;1100
10/05/2004;1098
10/05/2004;1137
10/05/2004;1267
10/05/2004;1319
10/05/2004;1160
10/05/2004;1084
10/05/2004;1025
10/05/2004;953
11/05/2004;959
11/05/2004;834
11/05/2004;787
11/05/2004;799
11/05/2004;807
11/05/2004;866
11/05/2004;1035
11/05/2004;1469
11/05/2004;1553
11/05/2004;1513
11/05/2004;1395
11/05/2004;1209
11/05/2004;1142
11/05/2004;1140
11/05/2004;1105
11/05/2004;1131
11/05/2004;1162
11/05/2004;1336
11/05/2004;1533
11/05/2004;1650
11/05/2004;1535
11/05/2004;1382
11/05/2004;1335
11/05/2004;1267
12/05/2004;1122
12/05/2004;986
12/05/2004;966
12/05/2004;919
12/05/2004;872
12/05/2004;967
12/05/2004;1152
12/05/2004;1500
12/05/2004;1754
12/05/2004;1558
12/05/2004;1446
12/05/2004;1349
12/05/2004;1452
12/05/2004;1676
12/05/2004;1327
12/05/2004;1248
12/05/2004;1250
12/05/2004;1222
12/05/2004;1159
12/05/2004;1192
12/05/2004;1074
12/05/2004;984
12/05/2004;970
12/05/2004;987
13/05/2004;1003
13/05/2004;933
13/05/2004;859
13/05/2004;815
13/05/2004;792
13/05/2004;835
13/05/2004;975
13/05/2004;1133
13/05/2004;1347
13/05/2004;1122
13/05/2004;1152
13/05/2004;1020
13/05/2004;1066
13/05/2004;1105
13/05/2004;1056
13/05/2004;1084
13/05/2004;1288
13/05/2004;1390
13/05/2004;1374
13/05/2004;1378
13/05/2004;1428
13/05/2004;1336
13/05/2004;1234
13/05/2004;1300
14/05/2004;1246
14/05/2004;1141
14/05/2004;1014
14/05/2004;938
14/05/2004;988
14/05/2004;983
14/05/2004;1033
14/05/2004;1388
14/05/2004;1512
14/05/2004;1148
14/05/2004;1095
14/05/2004;987
14/05/2004;984
14/05/2004;1072
14/05/2004;1048
14/05/2004;1042
14/05/2004;1113
14/05/2004;1146
14/05/2004;1239
14/05/2004;1302
14/05/2004;1181
14/05/2004;1068
14/05/2004;1135
14/05/2004;1121
15/05/2004;1131
15/05/2004;947
15/05/2004;935
15/05/2004;941
15/05/2004;867
15/05/2004;839
15/05/2004;873
15/05/2004;1065
15/05/2004;1187
15/05/2004;1249
15/05/2004;1157
15/05/2004;988
15/05/2004;1025
15/05/2004;997
15/05/2004;916
15/05/2004;965
15/05/2004;985
15/05/2004;1026
15/05/2004;1125
15/05/2004;1159
15/05/2004;1284
15/05/2004;1101
15/05/2004;1101
15/05/2004;1183
16/05/2004;1132
16/05/2004;998
16/05/2004;911
16/05/2004;875
16/05/2004;808
16/05/2004;792
16/05/2004;822
16/05/2004;918
16/05/2004;975
16/05/2004;1047
16/05/2004;1053
16/05/2004;1017
16/05/2004;1021
16/05/2004;941
16/05/2004;991
16/05/2004;1117
16/05/2004;1217
16/05/2004;1248
16/05/2004;1242
16/05/2004;1403
16/05/2004;1238
16/05/2004;1093
16/05/2004;1034
16/05/2004;934
17/05/2004;913
17/05/2004;835
17/05/2004;773
17/05/2004;771
17/05/2004;805
17/05/2004;930
17/05/2004;1009
17/05/2004;1196
17/05/2004;1010
17/05/2004;990
17/05/2004;988
17/05/2004;979
17/05/2004;1029
17/05/2004;984
17/05/2004;985
17/05/2004;981
17/05/2004;1020
17/05/2004;1106
17/05/2004;1153
17/05/2004;1215
17/05/2004;1094
17/05/2004;944
17/05/2004;964
17/05/2004;1003
18/05/2004;914
18/05/2004;839
18/05/2004;830
18/05/2004;812
18/05/2004;832
18/05/2004;903
18/05/2004;1022
18/05/2004;1378
18/05/2004;1745
18/05/2004;1326
18/05/2004;1215
18/05/2004;1138
18/05/2004;1244
18/05/2004;1261
18/05/2004;1182
18/05/2004;1208
18/05/2004;1158
18/05/2004;1346
18/05/2004;1443
18/05/2004;1440
18/05/2004;1232
18/05/2004;1159
18/05/2004;1081
18/05/2004;1083
19/05/2004;1069
19/05/2004;940
19/05/2004;901
19/05/2004;848
19/05/2004;846
19/05/2004;848
19/05/2004;980
19/05/2004;1408
19/05/2004;1716
19/05/2004;1475
19/05/2004;1262
19/05/2004;1156
19/05/2004;1192
19/05/2004;1233
19/05/2004;1208
19/05/2004;1215
19/05/2004;1251
19/05/2004;1358
19/05/2004;1379
19/05/2004;1379
19/05/2004;1373
19/05/2004;1197
19/05/2004;1238
19/05/2004;1255
20/05/2004;1164
20/05/2004;1046
20/05/2004;956
20/05/2004;885
20/05/2004;877
20/05/2004;925
20/05/2004;1086
20/05/2004;1490
20/05/2004;1763
20/05/2004;1462
20/05/2004;1232
20/05/2004;1239
20/05/2004;1218
20/05/2004;1235
20/05/2004;1196
20/05/2004;1288
20/05/2004;1248
20/05/2004;1401
20/05/2004;1401
20/05/2004;1444
20/05/2004;1379
20/05/2004;1251
20/05/2004;1269
20/05/2004;1242
21/05/2004;1045
21/05/2004;937
21/05/2004;875
21/05/2004;889
21/05/2004;888
21/05/2004;881
21/05/2004;998
21/05/2004;1517
21/05/2004;1522
21/05/2004;1417
21/05/2004;1329
21/05/2004;1203
21/05/2004;1234
21/05/2004;1286
21/05/2004;1298
21/05/2004;1308
21/05/2004;1276
21/05/2004;1234
21/05/2004;1419
21/05/2004;1325
21/05/2004;1346
21/05/2004;1241
21/05/2004;1274
21/05/2004;1321
22/05/2004;1424
22/05/2004;1357
22/05/2004;1123
22/05/2004;1003
22/05/2004;951
22/05/2004;941
22/05/2004;986
22/05/2004;1153
22/05/2004;1323
22/05/2004;1315
22/05/2004;1303
22/05/2004;1238
22/05/2004;1259
22/05/2004;1246
22/05/2004;1154
22/05/2004;1237
22/05/2004;1315
22/05/2004;1466
22/05/2004;1409
22/05/2004;1366
22/05/2004;1241
22/05/2004;1123
22/05/2004;1321
22/05/2004;1397
23/05/2004;1507
23/05/2004;1405
23/05/2004;1192
23/05/2004;1199
23/05/2004;973
23/05/2004;864
23/05/2004;886
23/05/2004;988
23/05/2004;1008
23/05/2004;976
23/05/2004;978
23/05/2004;987
23/05/2004;1030
23/05/2004;955
23/05/2004;924
23/05/2004;1005
23/05/2004;1059
23/05/2004;1079
23/05/2004;1070
23/05/2004;1085
23/05/2004;1066
23/05/2004;1094
23/05/2004;1110
23/05/2004;968
24/05/2004;906
24/05/2004;849
24/05/2004;774
24/05/2004;746
24/05/2004;753
24/05/2004;749
24/05/2004;864
24/05/2004;1002
24/05/2004;970
24/05/2004;898
24/05/2004;847
24/05/2004;847
24/05/2004;871
24/05/2004;869
24/05/2004;875
24/05/2004;895
24/05/2004;926
24/05/2004;996
24/05/2004;997
24/05/2004;1006
24/05/2004;895
24/05/2004;862
24/05/2004;858
24/05/2004;853
25/05/2004;859
25/05/2004;837
25/05/2004;746
25/05/2004;752
25/05/2004;742
25/05/2004;774
25/05/2004;798
25/05/2004;1002
25/05/2004;1210
25/05/2004;1058
25/05/2004;1106
25/05/2004;1153
25/05/2004;1047
25/05/2004;1091
25/05/2004;1162
25/05/2004;1059
25/05/2004;1083
25/05/2004;1150
25/05/2004;1321
25/05/2004;-200
25/05/2004;-200
25/05/2004;-200
25/05/2004;-200
25/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;-200
26/05/2004;1303
26/05/2004;1137
26/05/2004;1139
26/05/2004;1099
26/05/2004;1088
26/05/2004;1027
26/05/2004;1014
26/05/2004;969
26/05/2004;1120
26/05/2004;1131
26/05/2004;1130
26/05/2004;1123
26/05/2004;1069
26/05/2004;1021
26/05/2004;1101
27/05/2004;1026
27/05/2004;949
27/05/2004;846
27/05/2004;811
27/05/2004;803
27/05/2004;882
27/05/2004;963
27/05/2004;1413
27/05/2004;1485
27/05/2004;1354
27/05/2004;1074
27/05/2004;1022
27/05/2004;1100
27/05/2004;1073
27/05/2004;1049
27/05/2004;1086
27/05/2004;1059
27/05/2004;1244
27/05/2004;1320
27/05/2004;1236
27/05/2004;1136
27/05/2004;1110
27/05/2004;1026
27/05/2004;1038
28/05/2004;975
28/05/2004;908
28/05/2004;896
28/05/2004;810
28/05/2004;789
28/05/2004;814
28/05/2004;958
28/05/2004;1213
28/05/2004;1221
28/05/2004;1245
28/05/2004;1050
28/05/2004;1048
28/05/2004;1141
28/05/2004;1052
28/05/2004;1152
28/05/2004;1026
28/05/2004;1039
28/05/2004;1148
28/05/2004;1176
28/05/2004;1100
28/05/2004;1081
28/05/2004;976
28/05/2004;979
28/05/2004;1092
29/05/2004;1044
29/05/2004;940
29/05/2004;892
29/05/2004;838
29/05/2004;853
29/05/2004;738
29/05/2004;762
29/05/2004;841
29/05/2004;843
29/05/2004;841
29/05/2004;862
29/05/2004;869
29/05/2004;894
29/05/2004;844
29/05/2004;823
29/05/2004;843
29/05/2004;865
29/05/2004;873
29/05/2004;899
29/05/2004;921
29/05/2004;937
29/05/2004;901
29/05/2004;955
29/05/2004;1065
30/05/2004;1035
30/05/2004;956
30/05/2004;869
30/05/2004;831
30/05/2004;815
30/05/2004;781
30/05/2004;781
30/05/2004;828
30/05/2004;803
30/05/2004;811
30/05/2004;844
30/05/2004;833
30/05/2004;832
30/05/2004;771
30/05/2004;783
30/05/2004;815
30/05/2004;912
30/05/2004;894
30/05/2004;963
30/05/2004;990
30/05/2004;1025
30/05/2004;997
30/05/2004;976
30/05/2004;878
31/05/2004;836
31/05/2004;855
31/05/2004;759
31/05/2004;738
31/05/2004;736
31/05/2004;765
31/05/2004;909
31/05/2004;1108
31/05/2004;1252
31/05/2004;1175
31/05/2004;1111
31/05/2004;1044
31/05/2004;1018
31/05/2004;1060
31/05/2004;1071
31/05/2004;1006
31/05/2004;1104
31/05/2004;1196
31/05/2004;1243
31/05/2004;1124
31/05/2004;1020
31/05/2004;1035
31/05/2004;986
31/05/2004;1017
01/06/2004;922
01/06/2004;830
01/06/2004;805
01/06/2004;760
01/06/2004;783
01/06/2004;854
01/06/2004;985
01/06/2004;1225
01/06/2004;1313
01/06/2004;1199
01/06/2004;1182
01/06/2004;1173
01/06/2004;1259
01/06/2004;1263
01/06/2004;1156
01/06/2004;1167
01/06/2004;1278
01/06/2004;1342
01/06/2004;1353
01/06/2004;1501
01/06/2004;1355
01/06/2004;1230
01/06/2004;1148
01/06/2004;1171
02/06/2004;1021
02/06/2004;964
02/06/2004;887
02/06/2004;885
02/06/2004;830
02/06/2004;792
02/06/2004;813
02/06/2004;890
02/06/2004;984
02/06/2004;1043
02/06/2004;1054
02/06/2004;1063
02/06/2004;978
02/06/2004;887
02/06/2004;887
02/06/2004;977
02/06/2004;1043
02/06/2004;1010
02/06/2004;1094
02/06/2004;1223
02/06/2004;1109
02/06/2004;1026
02/06/2004;1036
02/06/2004;963
03/06/2004;996
03/06/2004;999
03/06/2004;893
03/06/2004;730
03/06/2004;753
03/06/2004;825
03/06/2004;1012
03/06/2004;1221
03/06/2004;1215
03/06/2004;1234
03/06/2004;1138
03/06/2004;987
03/06/2004;980
03/06/2004;966
03/06/2004;905
03/06/2004;903
03/06/2004;914
03/06/2004;1050
03/06/2004;1043
03/06/2004;1125
03/06/2004;1058
03/06/2004;951
03/06/2004;944
03/06/2004;959
04/06/2004;974
04/06/2004;880
04/06/2004;853
04/06/2004;912
04/06/2004;863
04/06/2004;729
04/06/2004;830
04/06/2004;1198
04/06/2004;971
04/06/2004;885
04/06/2004;862
04/06/2004;892
04/06/2004;933
04/06/2004;975
04/06/2004;927
04/06/2004;993
04/06/2004;1053
04/06/2004;1116
04/06/2004;1097
04/06/2004;1116
04/06/2004;1057
04/06/2004;973
04/06/2004;1016
04/06/2004;1120
05/06/2004;1076
05/06/2004;937
05/06/2004;980
05/06/2004;937
05/06/2004;852
05/06/2004;858
05/06/2004;963
05/06/2004;966
05/06/2004;983
05/06/2004;990
05/06/2004;891
05/06/2004;883
05/06/2004;914
05/06/2004;896
05/06/2004;841
05/06/2004;926
05/06/2004;1133
05/06/2004;1042
05/06/2004;1124
05/06/2004;1157
05/06/2004;989
05/06/2004;841
05/06/2004;916
05/06/2004;1008
06/06/2004;895
06/06/2004;810
06/06/2004;968
06/06/2004;922
06/06/2004;892
06/06/2004;806
06/06/2004;827
06/06/2004;881
06/06/2004;877
06/06/2004;784
06/06/2004;806
06/06/2004;775
06/06/2004;773
06/06/2004;734
06/06/2004;757
06/06/2004;817
06/06/2004;815
06/06/2004;844
06/06/2004;880
06/06/2004;906
06/06/2004;904
06/06/2004;877
06/06/2004;918
06/06/2004;930
07/06/2004;870
07/06/2004;793
07/06/2004;760
07/06/2004;733
07/06/2004;726
07/06/2004;732
07/06/2004;933
07/06/2004;1061
07/06/2004;1201
07/06/2004;1065
07/06/2004;1075
07/06/2004;998
07/06/2004;922
07/06/2004;1023
07/06/2004;1039
07/06/2004;1054
07/06/2004;1022
07/06/2004;1082
07/06/2004;1056
07/06/2004;1243
07/06/2004;1029
07/06/2004;1004
07/06/2004;979
07/06/2004;972
08/06/2004;942
08/06/2004;825
08/06/2004;780
08/06/2004;746
08/06/2004;734
08/06/2004;785
08/06/2004;946
08/06/2004;1201
08/06/2004;1377
08/06/2004;1346
08/06/2004;1230
08/06/2004;1160
08/06/2004;1146
08/06/2004;1078
08/06/2004;1111
08/06/2004;1083
08/06/2004;1056
08/06/2004;1220
08/06/2004;1268
08/06/2004;1256
08/06/2004;1213
08/06/2004;1145
08/06/2004;1050
08/06/2004;972
09/06/2004;1020
09/06/2004;934
09/06/2004;914
09/06/2004;824
09/06/2004;817
09/06/2004;833
09/06/2004;935
09/06/2004;1297
09/06/2004;1496
09/06/2004;1201
09/06/2004;1267
09/06/2004;1224
09/06/2004;1247
09/06/2004;1183
09/06/2004;1078
09/06/2004;1076
09/06/2004;1052
09/06/2004;1287
09/06/2004;1460
09/06/2004;1357
09/06/2004;1234
09/06/2004;1151
09/06/2004;1065
09/06/2004;984
10/06/2004;938
10/06/2004;878
10/06/2004;919
10/06/2004;836
10/06/2004;814
10/06/2004;872
10/06/2004;949
10/06/2004;1227
10/06/2004;1360
10/06/2004;1318
10/06/2004;1196
10/06/2004;1152
10/06/2004;1220
10/06/2004;1182
10/06/2004;1167
10/06/2004;1142
10/06/2004;1157
10/06/2004;1274
10/06/2004;1372
10/06/2004;1373
10/06/2004;1290
10/06/2004;1056
10/06/2004;1116
10/06/2004;1106
11/06/2004;1018
11/06/2004;919
11/06/2004;807
11/06/2004;787
11/06/2004;789
11/06/2004;825
11/06/2004;912
11/06/2004;1339
11/06/2004;1355
11/06/2004;1250
11/06/2004;1105
11/06/2004;1076
11/06/2004;1096
11/06/2004;1093
11/06/2004;1027
11/06/2004;1026
11/06/2004;1015
11/06/2004;1028
11/06/2004;1074
11/06/2004;1124
11/06/2004;1111
11/06/2004;1062
11/06/2004;1072
11/06/2004;936
12/06/2004;988
12/06/2004;924
12/06/2004;839
12/06/2004;826
12/06/2004;853
12/06/2004;918
12/06/2004;890
12/06/2004;865
12/06/2004;1003
12/06/2004;1123
12/06/2004;1146
12/06/2004;1110
12/06/2004;1126
12/06/2004;1067
12/06/2004;1008
12/06/2004;1062
12/06/2004;1082
12/06/2004;1042
12/06/2004;1022
12/06/2004;1024
12/06/2004;1048
12/06/2004;1153
12/06/2004;1195
12/06/2004;1245
13/06/2004;1086
13/06/2004;972
13/06/2004;880
13/06/2004;906
13/06/2004;879
13/06/2004;842
13/06/2004;797
13/06/2004;796
13/06/2004;767
13/06/2004;784
13/06/2004;811
13/06/2004;838
13/06/2004;821
13/06/2004;793
13/06/2004;794
13/06/2004;821
13/06/2004;849
13/06/2004;852
13/06/2004;847
13/06/2004;849
13/06/2004;865
13/06/2004;848
13/06/2004;807
13/06/2004;814
14/06/2004;785
14/06/2004;748
14/06/2004;716
14/06/2004;708
14/06/2004;724
14/06/2004;748
14/06/2004;888
14/06/2004;973
14/06/2004;993
14/06/2004;929
14/06/2004;962
14/06/2004;906
14/06/2004;915
14/06/2004;928
14/06/2004;855
14/06/2004;920
14/06/2004;917
14/06/2004;1072
14/06/2004;1000
14/06/2004;914
14/06/2004;888
14/06/2004;851
14/06/2004;870
14/06/2004;883
15/06/2004;886
15/06/2004;792
15/06/2004;754
15/06/2004;732
15/06/2004;770
15/06/2004;797
15/06/2004;915
15/06/2004;1287
15/06/2004;1195
15/06/2004;1003
15/06/2004;1037
15/06/2004;1114
15/06/2004;1085
15/06/2004;1024
15/06/2004;1017
15/06/2004;1053
15/06/2004;1065
15/06/2004;1136
15/06/2004;1100
15/06/2004;1143
15/06/2004;1083
15/06/2004;1009
15/06/2004;969
15/06/2004;1029
16/06/2004;1064
16/06/2004;986
16/06/2004;872
16/06/2004;840
16/06/2004;812
16/06/2004;810
16/06/2004;936
16/06/2004;1244
16/06/2004;1440
16/06/2004;1180
16/06/2004;1126
16/06/2004;1005
16/06/2004;1032
16/06/2004;1087
16/06/2004;1090
16/06/2004;1072
16/06/2004;1101
16/06/2004;1111
16/06/2004;1048
16/06/2004;1197
16/06/2004;1173
16/06/2004;1075
16/06/2004;1067
16/06/2004;1060
17/06/2004;1081
17/06/2004;1017
17/06/2004;836
17/06/2004;831
17/06/2004;804
17/06/2004;798
17/06/2004;966
17/06/2004;1277
17/06/2004;1335
17/06/2004;1297
17/06/2004;1041
17/06/2004;1027
17/06/2004;1037
17/06/2004;1014
17/06/2004;1007
17/06/2004;998
17/06/2004;1014
17/06/2004;1157
17/06/2004;1225
17/06/2004;1131
17/06/2004;1111
17/06/2004;976
17/06/2004;1016
17/06/2004;1177
18/06/2004;1013
18/06/2004;886
18/06/2004;791
18/06/2004;762
18/06/2004;740
18/06/2004;775
18/06/2004;872
18/06/2004;1123
18/06/2004;1306
18/06/2004;1237
18/06/2004;1143
18/06/2004;1170
18/06/2004;1116
18/06/2004;1054
18/06/2004;1083
18/06/2004;1078
18/06/2004;1104
18/06/2004;1170
18/06/2004;1091
18/06/2004;1216
18/06/2004;1125
18/06/2004;971
18/06/2004;1062
18/06/2004;1140
19/06/2004;1038
19/06/2004;935
19/06/2004;861
19/06/2004;839
19/06/2004;850
19/06/2004;817
19/06/2004;825
19/06/2004;921
19/06/2004;1031
19/06/2004;1092
19/06/2004;1095
19/06/2004;1097
19/06/2004;1101
19/06/2004;1060
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
19/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
20/06/2004;-200
21/06/2004;-200
21/06/2004;-200
21/06/2004;-200
21/06/2004;-200
21/06/2004;732
21/06/2004;809
21/06/2004;934
21/06/2004;1132
21/06/2004;1221
21/06/2004;1024
21/06/2004;938
21/06/2004;869
21/06/2004;846
21/06/2004;838
21/06/2004;875
21/06/2004;907
21/06/2004;889
21/06/2004;969
21/06/2004;1051
21/06/2004;1043
21/06/2004;1043
21/06/2004;1007
21/06/2004;966
21/06/2004;920
22/06/2004;889
22/06/2004;825
22/06/2004;758
22/06/2004;735
22/06/2004;719
22/06/2004;757
22/06/2004;890
22/06/2004;1181
22/06/2004;1332
22/06/2004;1128
22/06/2004;1128
22/06/2004;1064
22/06/2004;1139
22/06/2004;1121
22/06/2004;1032
22/06/2004;1040
22/06/2004;1076
22/06/2004;1177
22/06/2004;1196
22/06/2004;1204
22/06/2004;1166
22/06/2004;959
22/06/2004;1004
22/06/2004;1050
23/06/2004;965
23/06/2004;849
23/06/2004;809
23/06/2004;777
23/06/2004;768
23/06/2004;768
23/06/2004;917
23/06/2004;1252
23/06/2004;1224
23/06/2004;1277
23/06/2004;1149
23/06/2004;1091
23/06/2004;1053
23/06/2004;1023
23/06/2004;1085
23/06/2004;1116
23/06/2004;1111
23/06/2004;1210
23/06/2004;1250
23/06/2004;1297
23/06/2004;1313
23/06/2004;1146
23/06/2004;1199
23/06/2004;1274
24/06/2004;1243
24/06/2004;1054
24/06/2004;962
24/06/2004;915
24/06/2004;871
24/06/2004;877
24/06/2004;893
24/06/2004;1030
24/06/2004;1059
24/06/2004;1020
24/06/2004;1045
24/06/2004;1029
24/06/2004;959
24/06/2004;975
24/06/2004;988
24/06/2004;971
24/06/2004;999
24/06/2004;989
24/06/2004;1075
24/06/2004;1190
24/06/2004;1172
24/06/2004;1256
24/06/2004;1190
24/06/2004;1249
25/06/2004;1072
25/06/2004;1035
25/06/2004;839
25/06/2004;833
25/06/2004;804
25/06/2004;811
25/06/2004;1028
25/06/2004;1138
25/06/2004;1203
25/06/2004;1193
25/06/2004;1049
25/06/2004;1090
25/06/2004;1070
25/06/2004;1014
25/06/2004;972
25/06/2004;951
25/06/2004;1033
25/06/2004;983
25/06/2004;973
25/06/2004;1083
25/06/2004;1062
25/06/2004;1011
25/06/2004;1054
25/06/2004;1013
26/06/2004;870
26/06/2004;857
26/06/2004;835
26/06/2004;844
26/06/2004;763
26/06/2004;769
26/06/2004;891
26/06/2004;1037
26/06/2004;1090
26/06/2004;1117
26/06/2004;1109
26/06/2004;961
26/06/2004;985
26/06/2004;960
26/06/2004;927
26/06/2004;958
26/06/2004;1019
26/06/2004;1010
26/06/2004;1030
26/06/2004;1100
26/06/2004;1079
26/06/2004;1036
26/06/2004;1085
26/06/2004;1214
27/06/2004;1127
27/06/2004;1038
27/06/2004;948
27/06/2004;953
27/06/2004;869
27/06/2004;809
27/06/2004;833
27/06/2004;857
27/06/2004;966
27/06/2004;1063
27/06/2004;1110
27/06/2004;1055
27/06/2004;939
27/06/2004;816
27/06/2004;841
27/06/2004;842
27/06/2004;990
27/06/2004;1042
27/06/2004;1089
27/06/2004;1102
27/06/2004;1095
27/06/2004;1116
27/06/2004;1105
27/06/2004;1018
28/06/2004;991
28/06/2004;923
28/06/2004;874
28/06/2004;846
28/06/2004;838
28/06/2004;827
28/06/2004;901
28/06/2004;1291
28/06/2004;1441
28/06/2004;1363
28/06/2004;1218
28/06/2004;1132
28/06/2004;1103
28/06/2004;1081
28/06/2004;1079
28/06/2004;1167
28/06/2004;1148
28/06/2004;1221
28/06/2004;1255
28/06/2004;1245
28/06/2004;1162
28/06/2004;1079
28/06/2004;1091
28/06/2004;1085
29/06/2004;1050
29/06/2004;941
29/06/2004;891
29/06/2004;842
29/06/2004;850
29/06/2004;863
29/06/2004;956
29/06/2004;1384
29/06/2004;1502
29/06/2004;1219
29/06/2004;1237
29/06/2004;1181
29/06/2004;1251
29/06/2004;1214
29/06/2004;1166
29/06/2004;1226
29/06/2004;1265
29/06/2004;1317
29/06/2004;1372
29/06/2004;1443
29/06/2004;1200
29/06/2004;1216
29/06/2004;1160
29/06/2004;1194
30/06/2004;1199
30/06/2004;965
30/06/2004;961
30/06/2004;901
30/06/2004;864
30/06/2004;952
30/06/2004;1009
30/06/2004;1225
30/06/2004;1245
30/06/2004;1265
30/06/2004;1276
30/06/2004;1232
30/06/2004;1193
30/06/2004;1162
30/06/2004;1126
30/06/2004;1089
30/06/2004;1134
30/06/2004;1388
30/06/2004;1506
30/06/2004;1352
30/06/2004;1217
30/06/2004;1149
30/06/2004;1156
30/06/2004;1180
01/07/2004;1109
01/07/2004;1032
01/07/2004;893
01/07/2004;848
01/07/2004;850
01/07/2004;938
01/07/2004;948
01/07/2004;1225
01/07/2004;1380
01/07/2004;1276
01/07/2004;1246
01/07/2004;1141
01/07/2004;1199
01/07/2004;1156
01/07/2004;1158
01/07/2004;1163
01/07/2004;1078
01/07/2004;1244
01/07/2004;1236
01/07/2004;1364
01/07/2004;1193
01/07/2004;1078
01/07/2004;1140
01/07/2004;1239
02/07/2004;1171
02/07/2004;1065
02/07/2004;1024
02/07/2004;873
02/07/2004;874
02/07/2004;887
02/07/2004;993
02/07/2004;1299
02/07/2004;1529
02/07/2004;1320
02/07/2004;1226
02/07/2004;1105
02/07/2004;1160
02/07/2004;1125
02/07/2004;1099
02/07/2004;1124
02/07/2004;1105
02/07/2004;1035
02/07/2004;1065
02/07/2004;1051
02/07/2004;1073
02/07/2004;1008
02/07/2004;1090
02/07/2004;1048
03/07/2004;1131
03/07/2004;953
03/07/2004;897
03/07/2004;900
03/07/2004;828
03/07/2004;892
03/07/2004;914
03/07/2004;1096
03/07/2004;1173
03/07/2004;1125
03/07/2004;1079
03/07/2004;974
03/07/2004;977
03/07/2004;912
03/07/2004;896
03/07/2004;896
03/07/2004;956
03/07/2004;970
03/07/2004;929
03/07/2004;947
03/07/2004;1003
03/07/2004;1045
03/07/2004;1125
03/07/2004;1138
04/07/2004;1217
04/07/2004;983
04/07/2004;1007
04/07/2004;957
04/07/2004;914
04/07/2004;886
04/07/2004;899
04/07/2004;942
04/07/2004;1022
04/07/2004;1009
04/07/2004;1025
04/07/2004;977
04/07/2004;936
04/07/2004;884
04/07/2004;809
04/07/2004;852
04/07/2004;872
04/07/2004;839
04/07/2004;854
04/07/2004;971
04/07/2004;985
04/07/2004;1027
04/07/2004;1012
04/07/2004;1086
05/07/2004;1025
05/07/2004;848
05/07/2004;839
05/07/2004;814
05/07/2004;816
05/07/2004;799
05/07/2004;879
05/07/2004;1104
05/07/2004;1344
05/07/2004;1226
05/07/2004;1157
05/07/2004;1059
05/07/2004;1076
05/07/2004;1066
05/07/2004;1049
05/07/2004;1097
05/07/2004;1087
05/07/2004;1269
05/07/2004;1328
05/07/2004;1200
05/07/2004;1098
05/07/2004;1058
05/07/2004;1081
05/07/2004;1062
06/07/2004;1078
06/07/2004;917
06/07/2004;881
06/07/2004;865
06/07/2004;829
06/07/2004;913
06/07/2004;1077
06/07/2004;1337
06/07/2004;1467
06/07/2004;1257
06/07/2004;1227
06/07/2004;1188
06/07/2004;1301
06/07/2004;1201
06/07/2004;1058
06/07/2004;1037
06/07/2004;1055
06/07/2004;1179
06/07/2004;1298
06/07/2004;1213
06/07/2004;1233
06/07/2004;1086
06/07/2004;1056
06/07/2004;1138
07/07/2004;1112
07/07/2004;992
07/07/2004;895
07/07/2004;843
07/07/2004;828
07/07/2004;894
07/07/2004;1072
07/07/2004;1425
07/07/2004;1428
07/07/2004;1359
07/07/2004;1182
07/07/2004;1117
07/07/2004;1119
07/07/2004;1068
07/07/2004;1090
07/07/2004;1056
07/07/2004;1098
07/07/2004;1318
07/07/2004;1348
07/07/2004;1502
07/07/2004;1373
07/07/2004;1397
07/07/2004;1286
07/07/2004;1222
08/07/2004;1069
08/07/2004;1011
08/07/2004;962
08/07/2004;919
08/07/2004;969
08/07/2004;986
08/07/2004;990
08/07/2004;1296
08/07/2004;1371
08/07/2004;1385
08/07/2004;1381
08/07/2004;1396
08/07/2004;1070
08/07/2004;1076
08/07/2004;1126
08/07/2004;1225
08/07/2004;1202
08/07/2004;1308
08/07/2004;1440
08/07/2004;1611
08/07/2004;1387
08/07/2004;1268
08/07/2004;1237
08/07/2004;1302
09/07/2004;1347
09/07/2004;1355
09/07/2004;1023
09/07/2004;903
09/07/2004;876
09/07/2004;932
09/07/2004;1020
